,0,1,2,3,4,5,6,7,8,9,10,11
209,1618444800000,26.4322,28.2500,25.4600,27.8025,184166.89000000,1618531199999,4944304.9112,6837,106803.56000000,2870970.7078,0
210,1618531200000,27.8091,28.2500,24.9800,25.3547,195716.23000000,1618617599999,5143933.2386,7072,113171.42000000,2973172.9103,0
211,1618617600000,25.3183,26.7854,24.8446,24.9411,148356.93000000,1618703999999,3830015.1357,6060,72969.70000000,1888064.6993,0
212,1618704000000,24.9203,32.9800,20.9699,32.4222,847134.43000000,1618790399999,23791698.0464,30217,401161.47000000,11317793.7511,0
213,1618790400000,32.4222,36.0139,29.9108,31.5514,778571.21000000,1618876799999,25588456.3109,27445,373138.20000000,12250950.1152,0
214,1618876800000,31.4971,32.7309,28.7118,31.7816,418131.99000000,1618963199999,12845182.3005,12457,210544.65000000,6474404.6260,0
215,1618963200000,31.7682,35.2028,30.1468,32.5772,399223.62000000,1619049599999,13180622.6787,14754,190531.31000000,6297237.8950,0
216,1619049600000,32.5688,41.4724,31.5122,38.9737,901050.44000000,1619135999999,33583628.4006,34229,442631.48000000,16545705.4614,0
217,1619136000000,39.1718,41.6667,31.5719,37.2987,660045.40000000,1619222399999,23711154.8929,23950,299621.84000000,10802179.8358,0
218,1619222400000,37.2987,43.7156,34.6757,40.9722,422356.94000000,1619308799999,16503664.6491,21531,209393.69000000,8192339.4242,0
219,1619308800000,40.8373,48.7833,40.6019,47.7285,744456.05000000,1619395199999,33086126.1913,32243,352875.42000000,15703019.3904,0
220,1619395200000,47.5674,48.5000,43.3755,43.9748,560296.64000000,1619481599999,25900770.3463,26103,278112.04000000,12863317.1527,0
221,1619481600000,44.0626,46.6724,42.6514,43.3017,368441.49000000,1619567999999,16338546.1594,17112,184535.27000000,8197892.1256,0
222,1619568000000,43.2011,46.9820,40.6938,44.9007,385344.27000000,1619654399999,17096238.1679,20262,193626.58000000,8616225.7776,0
223,1619654400000,44.9007,46.1900,40.9200,42.6562,394068.10000000,1619740799999,17012561.6173,15122,210994.71000000,9104638.5992,0
224,1619740800000,42.6011,44.3202,41.2610,42.8725,291971.26000000,1619827199999,12536328.2346,15553,170856.14000000,7338943.7744,0
225,1619827200000,42.8314,49.8999,42.0546,49.5669,308578.26000000,1619913599999,14275171.6291,21094,164166.17000000,7629589.6883,0
226,1619913600000,49.6434,50.0000,46.0000,46.9400,183063.71000000,1619999999999,8706906.6801,11085,79771.46000000,3794755.2656,0
227,1620000000000,46.8612,49.0564,44.8605,46.0835,295499.13000000,1620086399999,13871975.9652,14323,165806.53000000,7778366.7801,0
228,1620086400000,46.0266,47.8005,42.2617,42.6093,296509.51000000,1620172799999,13298374.0273,16608,128082.84000000,5749387.7850,0
229,1620172800000,42.6961,46.0257,42.3878,45.0135,224983.63000000,1620259199999,10029321.7986,13003,109339.90000000,4870525.7372,0
230,1620259200000,44.9787,45.0135,42.6033,43.4439,157597.55000000,1620345599999,6899058.9253,9568,78491.21000000,3437107.6681,0
231,1620345600000,43.4845,46.2652,41.5235,43.2564,273839.83000000,1620431999999,11924869.2093,16026,132222.38000000,5752697.0830,0
232,1620432000000,43.2564,46.6898,42.4125,45.7480,167687.60000000,1620518399999,7473292.2069,11300,89691.20000000,4008810.9094,0
233,1620518400000,45.6638,47.2193,42.9136,44.4268,156025.10000000,1620604799999,7025997.6984,11665,68104.28000000,3070649.3750,0
234,1620604800000,44.3227,45.9610,39.6197,42.9721,192738.84000000,1620691199999,8355554.7991,12134,85714.61000000,3730591.6391,0
235,1620691200000,42.9721,45.1902,39.8165,44.5667,183435.46000000,1620777599999,7698011.2054,12453,89973.39000000,3781652.7625,0
236,1620777600000,44.5668,49.2641,42.1534,43.2410,531821.32000000,1620863999999,24486010.8805,34065,237987.55000000,10982093.5562,0
237,1620864000000,43.2411,47.7522,37.5000,40.9653,451383.46000000,1620950399999,18783221.8341,26208,206251.93000000,8617613.5192,0
238,1620950400000,41.0684,44.9938,40.0180,42.8161,262290.93000000,1621036799999,11153083.7374,14523,130196.34000000,5518887.9021,0
239,1621036800000,42.7189,45.5791,39.3883,43.3500,246330.68000000,1621123199999,10387774.8481,14293,119329.52000000,5051614.9944,0
240,1621123200000,43.5365,52.4477,41.8646,46.8304,750813.28000000,1621209599999,35412473.3149,41174,358079.16000000,16955208.0920,0
241,1621209600000,46.7726,51.9000,43.1512,46.6945,769872.24000000,1621295999999,37225788.1092,42299,357007.73000000,17300720.0931,0
242,1621296000000,46.8041,58.9232,46.0445,56.0863,670462.06000000,1621382399999,35465689.0585,43173,331931.31000000,17584431.3233,0
243,1621382400000,56.1094,57.7894,29.5001,35.0871,1156015.24000000,1621468799999,51758457.8952,64362,528210.10000000,23707431.0954,0
244,1621468800000,35.0000,52.4973,32.1896,44.4021,969743.50000000,1621555199999,41548305.8563,54194,499745.35000000,21002181.5513,0
245,1621555200000,44.4223,47.7444,33.6991,38.9394,645169.21000000,1621641599999,25830916.8063,36116,306261.16000000,12362419.5770,0
246,1621641600000,38.9500,40.0000,31.2005,31.2940,477549.48000000,1621727999999,16718011.2641,21381,235545.87000000,8216646.9584,0
247,1621728000000,31.2580,32.4349,19.0000,24.5835,1141100.77000000,1621814399999,28217008.1677,37306,517396.90000000,12845082.3891,0
248,1621814400000,24.5836,32.7337,24.5406,31.4379,891630.91000000,1621900799999,25820661.7664,30017,476357.07000000,13780026.4376,0
249,1621900800000,31.4384,33.2564,26.0000,30.1023,606030.85000000,1621987199999,17758007.3553,23194,284460.02000000,8378775.8888,0
250,1621987200000,30.1229,37.2694,28.9094,35.5020,696095.08000000,1622073599999,23341677.7861,28824,348680.22000000,11697524.5693,0
251,1622073600000,35.5158,35.6531,31.1342,33.7481,443318.67000000,1622159999999,14951482.2463,17490,221201.15000000,7491648.1279,0
252,1622160000000,33.7957,34.5553,27.9863,29.0474,471353.80000000,1622246399999,14401507.5309,15587,192927.61000000,5877030.5017,0
253,1622246400000,29.0285,30.0433,25.6266,27.4472,358546.40000000,1622332799999,9896064.2061,11250,178939.20000000,4958841.9373,0
254,1622332800000,27.4472,29.7872,25.6500,28.5748,306543.83000000,1622419199999,8584632.0677,9986,144156.30000000,4078451.9282,0
255,1622419200000,28.5875,33.0000,27.4883,32.8157,406536.91000000,1622505599999,12641803.8351,13887,222825.10000000,6922432.7595,0
256,1622505600000,32.7014,33.2656,29.8254,31.0279,326337.91000000,1622591999999,10264211.9643,10370,154433.39000000,4862482.4830,0
257,1622592000000,30.9785,35.0000,30.4486,33.9525,464825.68000000,1622678399999,15566414.1371,13703,236483.72000000,7894697.9216,0
258,1622678400000,34.0113,41.3697,33.7413,39.5440,961231.19000000,1622764799999,36637704.3642,31635,464777.79000000,17712770.9378,0
259,1622764800000,39.5721,39.7162,34.2905,37.4480,1047426.58000000,1622851199999,39117644.3933,27578,488639.79000000,18293328.3145,0
260,1622851200000,37.4081,42.7547,37.0411,39.6839,1082199.46000000,1622937599999,43698913.4241,32985,538893.55000000,21766041.3084,0
261,1622937600000,39.6371,43.4461,38.9618,42.2563,685094.41000000,1623023999999,28343178.7535,22916,367248.88000000,15213905.4552,0
262,1623024000000,42.1979,44.1800,37.8000,38.2935,731751.95000000,1623110399999,30616709.0196,28060,370800.39000000,15596344.7428,0
263,1623110400000,38.2116,42.6146,33.5232,41.1992,1139357.15000000,1623196799999,43080186.8876,39154,595150.64000000,22581310.9487,0
264,1623196800000,41.2804,44.5810,39.1843,42.0182,656359.87000000,1623283199999,27596836.1552,33755,333716.52000000,14086195.9636,0
265,1623283200000,42.0900,43.0000,39.5000,41.0812,305210.40000000,1623369599999,12609251.3094,16063,153198.08000000,6338952.4721,0
266,1623369600000,41.0792,41.3537,35.1387,36.1831,475710.41000000,1623455999999,18030030.7774,18098,225195.41000000,8538948.0846,0
267,1623456000000,36.0991,37.7100,34.2000,36.4939,365581.88000000,1623542399999,13135615.6364,13513,182173.87000000,6560844.4706,0
268,1623542400000,36.5605,39.4000,34.6973,38.7028,294898.72000000,1623628799999,11007168.5813,12891,149463.48000000,5591980.3952,0
269,1623628800000,38.7821,40.5856,36.7500,39.7185,341205.14000000,1623715199999,13250611.3405,14937,178736.77000000,6949338.2541,0
270,1623715200000,39.7571,41.7337,39.1999,39.5505,307160.89000000,1623801599999,12407243.4771,15758,171373.34000000,6930675.1289,0
271,1623801600000,39.4969,41.6352,37.5000,39.6127,374067.14000000,1623887999999,14746313.5769,15384,184685.95000000,7304172.1323,0
272,1623888000000,39.6803,41.2346,38.1994,39.2179,308380.54000000,1623974399999,12240348.4508,12388,164267.61000000,6520439.9293,0
273,1623974400000,39.2789,39.4256,34.9189,36.8000,284785.97000000,1624060799999,10534605.0847,11204,139198.52000000,5154942.9754,0
274,1624060800000,36.8012,37.3128,34.9658,35.1826,154717.53000000,1624147199999,5569245.4906,6165,75705.72000000,2734089.3799,0
275,1624147200000,35.1800,35.9263,31.2521,35.3126,363798.51000000,1624233599999,12309045.9513,14044,182753.14000000,6199191.9988,0
276,1624233600000,35.2632,35.4756,25.9662,26.6576,863395.26000000,1624319999999,25828570.3424,25836,372767.69000000,11171711.1824,0
277,1624320000000,26.5961,29.3100,20.2300,26.9437,589766.90000000,1624406399999,14645723.9031,23878,274869.83000000,6866638.4803,0
278,1624406400000,26.9437,32.9181,25.6518,30.8268,676802.58000000,1624492799999,20292083.8662,31257,317240.74000000,9522345.3998,0
279,1624492800000,30.8536,32.9953,28.4690,31.2214,472614.01000000,1624579199999,14495896.4862,22654,226924.62000000,6968614.7680,0
280,1624579200000,31.2072,32.9689,27.9952,28.6524,521058.49000000,1624665599999,15598543.2823,24453,249509.19000000,7478933.0177,0
281,1624665600000,28.6454,30.0000,26.7147,29.6736,341129.61000000,1624751999999,9633210.0177,17060,163670.57000000,4633853.3564,0
282,1624752000000,29.6077,31.9209,29.1838,31.9027,287205.34000000,1624838399999,8742012.2802,13415,135881.90000000,4137804.0841,0
283,1624838400000,31.9026,34.2891,30.9906,32.9414,267514.74000000,1624924799999,8716123.6817,15514,143468.78000000,4664951.7579,0
284,1624924800000,32.9759,35.8084,32.7000,34.0079,240194.64000000,1625011199999,8282663.3031,14863,126540.28000000,4365164.2824,0
285,1625011200000,34.0075,35.9866,31.5900,35.5311,384986.46000000,1625097599999,12888457.5099,19890,177565.18000000,5958582.5177,0
286,1625097600000,35.5806,35.5806,32.2189,33.3064,601736.11000000,1625183999999,20179849.8880,21388,285618.93000000,9577412.4263,0
287,1625184000000,33.3030,34.0762,31.4200,34.0148,534953.30000000,1625270399999,17453484.3458,17647,256434.49000000,8374713.2785,0
288,1625270400000,34.0084,35.3682,33.2500,34.4936,271640.12000000,1625356799999,9327004.6646,10660,120585.60000000,4149115.6336,0
289,1625356800000,34.5124,35.4969,33.5706,34.3290,266461.98000000,1625443199999,9249595.6377,10567,109813.52000000,3813675.7292,0
290,1625443200000,34.3031,34.4715,32.4761,32.9293,382144.39000000,1625529599999,12788021.4261,12798,166694.48000000,5574666.2611,0
291,1625529600000,32.9234,35.0318,32.9106,34.2608,427460.26000000,1625615999999,14455161.7746,12815,205132.43000000,6944040.1033,0
292,1625616000000,34.2386,38.0262,33.8526,36.6949,548283.98000000,1625702399999,19962568.9677,22647,277191.51000000,10095155.3709,0
293,1625702400000,36.6547,36.9153,32.7311,33.1664,745460.76000000,1625788799999,25997825.6622,21590,332348.50000000,11599992.9133,0
294,1625788800000,33.1320,34.4266,31.9932,33.2994,375377.85000000,1625875199999,12460837.8286,12353,185592.98000000,6163516.5574,0
295,1625875200000,33.3087,34.2070,31.0962,31.7361,390564.02000000,1625961599999,12755332.6881,12305,175443.44000000,5731971.4911,0
296,1625961600000,31.7272,32.5686,31.3694,32.1818,199786.47000000,1626047999999,6397081.6668,6119,109972.93000000,3524478.6163,0
297,1626048000000,32.2068,32.6760,30.0665,30.7803,256903.16000000,1626134399999,7993117.5933,8361,116464.66000000,3620546.5171,0
298,1626134400000,30.7969,31.0769,28.8356,29.1061,267488.94000000,1626220799999,8000433.2834,8385,135487.97000000,4059462.4270,0
299,1626220800000,29.1366,31.4459,27.4365,31.3611,428250.78000000,1626307199999,12715087.2092,12609,180121.31000000,5339801.8652,0
300,1626307200000,31.3666,31.4882,27.9999,28.5411,441989.83000000,1626393599999,13073254.8295,12897,186986.97000000,5544751.0340,0
301,1626393600000,28.5664,29.4563,26.2028,26.2786,384429.53000000,1626479999999,10654919.2070,11879,186416.88000000,5171290.6109,0
302,1626480000000,26.2458,27.7883,26.0077,26.8000,321404.13000000,1626566399999,8550413.3444,8854,167147.66000000,4451458.2217,0
303,1626566400000,26.7803,27.7508,26.2719,26.6552,185612.12000000,1626652799999,5005467.4733,5406,84574.68000000,2283207.6470,0
304,1626652800000,26.6851,26.7078,24.0133,24.5151,414586.54000000,1626739199999,10354807.8928,12436,166147.35000000,4151097.8302,0
305,1626739200000,24.5152,24.9775,22.0901,23.4729,563885.46000000,1626825599999,13118099.5013,15979,246333.59000000,5730793.4749,0
306,1626825600000,23.4818,27.4307,22.8144,26.6727,648922.03000000,1626911999999,16472156.2167,17645,320833.66000000,8142503.8899,0
307,1626912000000,26.6860,28.1799,25.9226,27.7340,472414.63000000,1626998399999,12807193.1264,15457,219598.38000000,5972492.9265,0
308,1626998400000,27.7210,28.6983,26.4131,28.4866,459641.31000000,1627084799999,12687930.2635,17694,210782.08000000,5828412.7822,0
309,1627084800000,28.5077,29.4956,28.0402,28.6383,423848.89000000,1627171199999,12176826.1257,13672,215988.35000000,6209924.0722,0
310,1627171200000,28.6539,28.8884,26.5503,28.2474,380481.62000000,1627257599999,10549060.7190,11262,173535.85000000,4818837.7522,0
311,1627257600000,28.2488,31.1087,27.8480,28.1925,658032.95000000,1627343999999,19540835.6618,30807,295835.64000000,8804769.0549,0
312,1627344000000,28.1980,28.9807,26.9130,28.1428,221306.53000000,1627430399999,6154277.2380,11325,93588.10000000,2605555.8622,0
313,1627430400000,28.1108,28.7684,27.3841,27.8976,182291.30000000,1627516799999,5109525.2446,8321,87951.08000000,2467926.3528,0
314,1627516800000,27.8682,31.8733,27.3200,31.2812,321630.68000000,1627603199999,9641222.9650,16679,177094.74000000,5296143.6870,0
315,1627603200000,31.2808,33.0581,30.0000,32.3853,568166.07000000,1627689599999,17983134.0005,27934,290143.72000000,9203890.2204,0
316,1627689600000,32.3905,36.9855,31.6948,36.8078,539238.63000000,1627775999999,18426538.7854,30411,277091.19000000,9512793.7693,0
317,1627776000000,36.8074,36.8420,33.2510,34.1814,437830.41000000,1627862399999,15456266.8636,22780,193619.85000000,6853479.6015,0
318,1627862400000,34.1767,35.9205,33.0200,33.1889,307831.50000000,1627948799999,10530395.7714,17233,139457.08000000,4785120.4820,0
319,1627948800000,33.1889,35.8377,32.3562,34.1092,415169.59000000,1628035199999,14222159.7181,22335,198863.30000000,6835224.1605,0
320,1628035200000,34.0956,36.6475,33.2591,35.7483,354633.89000000,1628121599999,12383241.1797,21716,175967.76000000,6165785.9538,0
321,1628121600000,35.7964,38.2472,35.5072,37.3496,458547.55000000,1628207999999,16970703.5238,27309,223189.22000000,8284468.3139,0
322,1628208000000,37.3970,40.4004,35.6662,39.5231,406092.34000000,1628294399999,15557888.8375,24402,197827.47000000,7597260.5725,0
323,1628294400000,39.4838,40.5211,37.5595,39.5047,390732.11000000,1628380799999,15269039.6541,23806,164721.71000000,6453351.3131,0
324,1628380800000,39.5379,39.5916,36.9183,37.7021,285331.94000000,1628467199999,10915186.3905,16951,131692.89000000,5047664.1112,0
325,1628467200000,37.6899,40.0261,36.4013,38.7104,300148.56000000,1628553599999,11570771.6036,19847,138660.48000000,5356431.4116,0
326,1628553600000,38.6910,41.6678,38.2259,40.6787,338264.89000000,1628639999999,13612501.8122,25729,179747.79000000,7242944.9417,0
327,1628640000000,40.6424,43.7284,40.6095,41.6482,347960.48000000,1628726399999,14735972.5173,26626,186508.38000000,7906955.0410,0
328,1628726400000,41.6478,43.3939,39.3417,41.1078,390981.64000000,1628812799999,16056278.2591,24377,183578.64000000,7556556.1049,0
329,1628812800000,41.1009,44.9303,40.7016,44.8921,302262.83000000,1628899199999,13141656.9846,22829,161636.40000000,7018537.4810,0
330,1628899200000,44.8829,44.9053,42.6104,44.1193,186401.29000000,1628985599999,8164719.8149,14631,99290.45000000,4355446.5684,0
331,1628985600000,44.1687,54.7876,43.4094,53.5620,771039.55000000,1629071999999,38316988.9017,59842,419486.53000000,20820787.0793,0
332,1629072000000,53.5866,69.1186,52.3328,62.1052,1873424.29000000,1629158399999,117546142.3433,128702,915461.97000000,57338627.0302,0
333,1629158400000,62.1052,75.0488,58.6999,64.2342,1898075.72000000,1629244799999,129135526.6408,134574,912005.69000000,61988334.4447,0
334,1629244800000,64.2142,80.5846,59.8922,72.7547,1992427.37000000,1629331199999,143488388.7487,145913,959812.16000000,69201615.4676,0
335,1629331200000,72.7555,75.3919,68.4837,72.8557,1277627.47000000,1629417599999,91931050.6639,86933,617648.55000000,44525678.3361,0
336,1629417600000,72.8328,79.9938,70.9500,78.6804,806750.37000000,1629503999999,60468706.9801,63866,389800.62000000,29317396.0580,0
337,1629504000000,78.6804,81.9713,72.6825,73.8843,623589.79000000,1629590399999,47953172.8932,53546,243020.49000000,18732160.9654,0
338,1629590400000,73.9540,77.5696,71.3493,72.7774,453502.68000000,1629676799999,33859717.9453,32802,206573.81000000,15436981.0281,0
339,1629676800000,72.7774,76.7642,71.5900,75.6462,569593.65000000,1629763199999,42082251.9185,40087,302739.04000000,22409091.3473,0
340,1629763200000,75.6800,79.3904,68.6776,70.6148,1334913.38000000,1629849599999,99726200.9080,88141,624973.10000000,46834297.3542,0
341,1629849600000,70.5176,72.7806,66.2100,71.9862,782921.46000000,1629935999999,54538747.5227,55052,409858.43000000,28679985.8611,0
342,1629936000000,71.9862,78.3887,66.2995,74.8658,3530022.97000000,1630022399999,259187275.3714,167956,1682763.57000000,123726456.0542,0
343,1630022400000,74.8657,88.9007,72.6088,88.1027,1602571.15000000,1630108799999,129666567.9494,111492,789316.45000000,63837886.8546,0
344,1630108800000,88.0348,97.8900,85.6399,96.1927,566168.32000000,1630195199999,52296324.3062,66176,287679.77000000,26620287.7302,0
345,1630195200000,96.1976,97.8370,90.4962,94.2359,380257.01000000,1630281599999,35724166.7687,47464,172553.81000000,16232332.2035,0
346,1630281600000,94.2370,116.3362,93.6666,110.1779,1217718.92000000,1630367999999,128275106.5154,139231,598113.48000000,62882318.4958,0
347,1630368000000,110.2397,130.0000,102.8378,108.3400,1634757.73000000,1630454399999,188859978.4810,184099,772775.74000000,89309928.4498,0
348,1630454400000,108.2689,119.7367,105.9746,110.6007,805611.86000000,1630540799999,90791507.4221,96690,398540.90000000,44952705.2873,0
349,1630540800000,110.7137,132.0000,109.3138,128.2636,871018.74000000,1630627199999,105410449.1348,117579,442844.99000000,53711260.8329,0
350,1630627200000,128.2754,148.9770,128.2130,146.3637,942133.70000000,1630713599999,131574857.0866,154161,462999.98000000,64590284.3374,0
351,1630713600000,146.3638,150.6559,135.7832,139.0265,551821.95000000,1630799999999,79462286.4045,89994,258570.67000000,37277905.9051,0
352,1630800000000,139.0662,145.1306,134.4155,142.1499,368283.16000000,1630886399999,51566519.7413,64463,175789.22000000,24653726.5170,0
353,1630886400000,142.0476,166.2111,137.4334,164.3059,666092.97000000,1630972799999,101698865.5939,114589,343486.63000000,52460426.3223,0
354,1630972800000,164.3096,195.3400,131.0000,173.4685,2160343.48000000,1631059199999,377487969.0440,351204,1039106.64000000,181954230.1299,0
355,1631059200000,173.3839,198.0871,146.6466,191.0000,1387562.54000000,1631145599999,242105360.1651,218341,684537.69000000,119944811.5170,0
356,1631145600000,191.0000,216.0000,180.7000,187.7942,1331184.82000000,1631231999999,268569650.6690,223749,648749.43000000,130983948.2474,0
357,1631232000000,187.9738,197.4737,168.0000,179.4484,764602.91000000,1631318399999,138023960.9197,139391,371944.14000000,67197417.4020,0
358,1631318400000,179.6506,193.5670,175.2083,179.1666,641346.15000000,1631404799999,117935072.8423,116145,307534.71000000,56570417.8008,0
359,1631404800000,179.1311,181.6130,170.2000,174.2250,325920.03000000,1631491199999,57573604.8215,59922,154663.13000000,27349088.7524,0
360,1631491200000,174.1956,175.0550,150.4000,169.7834,760728.88000000,1631577599999,123101937.4788,132452,362998.13000000,58742245.7219,0
361,1631577600000,169.6516,171.9941,142.6500,158.8089,680963.56000000,1631663999999,107392386.2076,125884,323634.81000000,51197314.5208,0
362,1631664000000,158.8250,166.5157,153.7500,158.8602,470084.66000000,1631750399999,75049746.5533,83224,232283.45000000,37125816.7491,0
363,1631750400000,158.7039,163.1816,147.3614,152.1082,293171.98000000,1631836799999,45472962.0584,56796,132738.98000000,20627736.9402,0
364,1631836800000,152.0712,153.4499,133.9000,147.5367,487018.41000000,1631923199999,69703771.7319,82069,228417.19000000,32705062.8393,0
365,1631923200000,147.6572,171.5824,144.0452,169.3238,604282.45000000,1632009599999,96041514.7838,90478,304761.05000000,48502809.9854,0
366,1632009600000,169.4086,170.9200,150.6726,152.9536,389233.93000000,1632095999999,62495370.8105,62258,190631.30000000,30609653.2168,0
367,1632096000000,152.9183,153.4460,130.2766,132.8327,806698.04000000,1632182399999,113803137.4182,132393,387679.09000000,54790526.2689,0
368,1632182400000,132.6621,144.6057,115.8800,124.0486,937084.83000000,1632268799999,124121381.2351,143978,448647.11000000,59590724.3343,0
369,1632268800000,124.2346,151.6239,122.1146,148.1608,739452.10000000,1632355199999,101466126.9036,122606,377565.86000000,51843090.1784,0
370,1632355200000,148.1608,152.4970,143.0243,149.9533,523039.86000000,1632441599999,77444776.3001,93637,259277.27000000,38416602.1438,0
371,1632441600000,149.9171,151.5574,128.2395,139.2490,450230.98000000,1632527999999,62590545.3898,85944,215534.68000000,30004959.4599,0
372,1632528000000,139.2490,144.0784,133.5403,136.1839,297202.28000000,1632614399999,41358915.5539,58906,144862.09000000,20168997.7048,0
373,1632614400000,136.1798,140.8434,124.8824,135.7970,329063.32000000,1632700799999,44203551.9125,63968,157749.10000000,21218314.7704,0
374,1632700800000,135.7248,148.9796,133.7690,136.4197,350743.38000000,1632787199999,50087315.8276,71123,179468.82000000,25634282.2967,0
375,1632787200000,136.4083,139.4573,128.1500,132.2787,357225.76000000,1632873599999,47944999.4608,65384,170863.07000000,22946372.7859,0
376,1632873600000,132.2083,140.1620,131.1342,135.3317,253334.75000000,1632959999999,34513514.4184,48256,123019.79000000,16779227.9640,0
377,1632960000000,135.3174,143.0000,134.0240,141.3639,238144.85000000,1633046399999,33012300.6534,47890,124598.81000000,17281845.3302,0
378,1633046400000,141.4003,165.0999,138.2430,161.6009,431306.38000000,1633132799999,66274525.4464,86216,228041.86000000,35049181.2966,0
379,1633132800000,161.7600,175.0000,156.2184,169.1316,407913.71000000,1633219199999,67942867.4485,73852,204427.20000000,34135044.1120,0
380,1633219200000,168.9996,177.8308,165.5188,173.0344,388457.59000000,1633305599999,66961430.7576,71415,194955.91000000,33623208.7411,0
381,1633305600000,172.9957,173.1397,162.2408,167.1888,288401.20000000,1633391999999,48547709.2355,65540,140100.60000000,23601186.8483,0
382,1633392000000,167.1489,170.2134,160.0576,164.6726,259687.98000000,1633478399999,42954466.1765,47382,122833.75000000,20313875.4159,0
383,1633478400000,164.6816,165.4817,150.2884,153.9029,378986.88000000,1633564799999,59731453.9258,80591,178756.42000000,28205950.2935,0
384,1633564800000,153.9158,161.4579,149.9743,154.3183,393965.55000000,1633651199999,61339332.9619,82870,200512.53000000,31238976.5902,0
385,1633651200000,154.3418,168.9498,152.4726,158.8289,334677.15000000,1633737599999,54061367.3520,75537,169060.03000000,27323434.2090,0
386,1633737600000,158.7962,161.5882,154.2549,156.8059,134788.13000000,1633823999999,21352314.5590,33259,66051.63000000,10468472.4041,0
387,1633824000000,156.8110,158.4686,146.0000,147.7059,157314.58000000,1633910399999,24059873.7735,34807,69275.49000000,10607010.8791,0
388,1633910400000,147.6898,154.1134,140.2511,144.8792,198934.31000000,1633996799999,29284167.5612,44222,93798.57000000,13820441.7298,0
389,1633996800000,144.9064,153.4106,137.6532,152.4486,273785.64000000,1634083199999,39984078.0407,63903,132230.27000000,19335245.8746,0
390,1634083200000,152.4046,155.5000,144.3018,148.0192,233364.47000000,1634169599999,34578923.2954,48932,116979.25000000,17345431.7879,0
391,1634169600000,148.1185,155.6707,147.2663,150.0856,217169.37000000,1634255999999,32852490.4228,39291,119130.50000000,18020659.8362,0
392,1634256000000,149.9154,165.3464,146.7750,163.0794,435558.72000000,1634342399999,69168734.4989,81616,219323.60000000,34839692.9298,0
393,1634342400000,163.2276,164.8114,156.5126,157.5133,138478.00000000,1634428799999,22176160.3229,26416,66800.70000000,10700093.4381,0
394,1634428800000,157.5135,167.4826,153.3784,160.1352,190439.60000000,1634515199999,30743876.6848,42017,96474.55000000,15589275.3139,0
395,1634515200000,160.1431,162.8976,154.9291,157.2397,153079.35000000,1634601599999,24270314.2224,32333,74298.88000000,11788450.6939,0
396,1634601600000,157.1573,159.3918,153.0420,155.8547,147563.09000000,1634687999999,23071912.3823,27815,68800.84000000,10767075.3883,0
397,1634688000000,155.8482,176.9061,155.1450,176.8530,342400.29000000,1634774399999,57600026.3026,66664,184260.81000000,30973362.4540,0
398,1634774400000,176.8448,194.0758,142.1435,190.3500,715407.32000000,1634860799999,132174932.8773,148770,345331.33000000,63938881.4883,0
