,0
0,
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
14,36.5685479198053
15,35.27214101461736
16,34.12202628514389
17,39.69688514509821
18,29.858086883298984
19,34.12087897619427
20,37.53459405140023
21,43.22023837540565
22,39.83659358180183
23,39.56468291289801
24,45.4784325603385
25,41.16375703619292
26,39.35601457233055
27,38.60008735824001
28,35.52131539601326
29,37.51107820274855
30,38.283541919700724
31,34.650111832825374
32,31.48078499652243
33,31.329910306999338
34,34.39074005100053
35,34.55773642403758
36,33.53418462447536
37,30.75327884618445
38,28.419493150527636
39,29.98061169350698
40,25.745734516352876
41,24.06686551218293
42,25.183558092225482
43,30.861074193437908
44,33.512372557213446
45,30.416740931647517
46,29.025150965794143
47,28.677208520910362
48,29.20213079807511
49,51.97403992433879
50,55.64230443280572
51,59.05470279111413
52,53.33232396984726
53,60.39224430502711
54,52.11141961258484
55,49.33622612466357
56,52.853220519551805
57,49.59131023679484
58,52.80658418832345
59,58.33083241100911
60,56.23719713924073
61,53.67158197728455
62,52.01181140311488
63,53.21692117547355
64,59.92158925730787
65,53.143376336506385
66,56.043943713947385
67,56.11689153372538
68,55.66066523656929
69,44.702026001741295
70,43.96361416110542
71,45.17366717093306
72,45.96673632285056
73,48.20228997274681
74,48.446350157675994
75,52.650911837969474
76,52.49592862988132
77,44.74432496213224
78,48.33715500355758
79,44.08451680724074
80,43.57045866963659
81,39.13809995635273
82,38.69951250320651
83,36.35660523787209
84,32.837309154992965
85,35.08462233574957
86,38.79817547108338
87,40.11954465673722
88,46.80086635325074
89,48.770866772739815
90,44.44811868303451
91,45.240904361694966
92,44.446609245938625
93,40.5411217876736
94,40.12749171680266
95,37.64568754706825
96,29.186685804760977
97,37.37558663393742
98,40.70023490840248
99,37.47572969073627
100,36.841729698038144
101,46.76304080198816
102,52.29002911970603
103,47.471147970861885
104,46.84263673517824
105,57.834341327851945
106,55.55784802011209
107,65.02002743650928
108,70.26833560875377
109,59.74500403712825
110,54.61180189897236
111,61.82755182402008
112,72.34187273836793
113,73.6739821382736
114,74.45393315645727
115,66.53221641928909
116,73.6521998317046
117,71.38430805292428
118,67.60613629458857
119,60.278937943766984
120,62.64953459529819
121,66.40339653638152
122,66.0390564956601
123,62.93035567888122
124,63.99499504246224
125,51.146125807349776
126,55.411168339018445
127,57.776686140793075
128,59.03722613116169
129,60.07898352731308
130,64.02479574369261
131,57.70375478166029
132,59.44857435450497
133,59.553897763341844
134,64.19993517295681
135,64.60470923411098
136,68.3792268606455
137,73.85304134897768
138,77.11776762852257
139,80.81312677275618
140,81.93913010189216
141,71.90343357829614
142,75.16333881136545
143,80.42892933593764
144,80.46135931041972
145,84.3349732447925
146,84.81303338203404
147,84.18003953113742
148,77.4886427466127
149,76.8141857030227
150,77.4311625957473
151,68.57031367190072
152,67.5472690598768
153,72.43569582306051
154,81.8858047129885
155,67.16150979255218
156,71.18198366651396
157,79.5641992031851
158,80.81513416220324
159,83.88578831748019
160,64.96454756369971
161,63.980297991538436
162,62.100832266474356
163,62.753566286086794
164,67.01194102737126
165,62.25153421273968
166,62.72814243309885
167,57.58962915306526
168,55.20836129985066
169,57.06531601206108
170,59.74061939183205
171,58.73323726935189
172,63.0428977135365
173,59.43459021255748
174,65.33337645170197
175,57.98321420286062
176,60.369871095517304
177,56.4428242880104
178,55.0970843181004
179,52.55409131905713
180,55.06074037954919
181,54.89725292795114
182,54.479484077201946
183,54.68119989754996
184,55.60200497850484
185,58.05989543615304
186,53.885851283941086
187,50.252459305136554
188,46.82225889619486
189,56.39655707173087
190,63.10360573306091
191,68.14724508518769
192,70.37422127337236
193,70.90096551399027
194,71.81666649076303
195,69.35551657610986
196,71.48625188509838
197,77.72912470043872
198,80.11018996574013
199,75.07310964538102
200,78.8159076850285
201,80.95734678396272
202,81.64108114958049
203,82.59157201308133
204,77.16879644667489
205,78.97485970538666
206,80.0819356932202
207,73.56092937436841
208,67.86627452289025
209,71.02629771095988
210,59.57962978096876
211,57.88219088049773
212,72.913990777117
213,69.79160855475739
214,70.15544970676204
215,71.43594565041201
216,79.17295519116595
217,73.55446757025224
218,77.3506586624357
219,82.36473826814391
220,72.73108458005841
221,71.12460833181913
222,72.66901977045354
223,67.23308780412806
224,67.48550752554094
225,74.12832275691574
226,68.2370141408867
227,66.38449474238497
228,59.3464847233806
229,62.323329591019125
230,59.27185540031299
231,58.900852249503345
232,62.27968089396298
233,59.48694453120375
234,56.483663485145584
235,58.93130717643851
236,56.10589046353455
237,51.537973411380435
238,54.76368915550621
239,55.680137601526894
240,61.19864549918779
241,60.879879472489996
242,71.80844776017692
243,42.9304481631709
244,52.12739045448457
245,47.3121210258407
246,41.52991928734045
247,37.22917531177683
248,43.64847197723493
249,42.73147243412236
250,47.53082054456518
251,46.17714921043954
252,42.669636495023504
253,41.513632624598316
254,42.691841481354004
255,47.0150649930687
256,45.458206579599825
257,48.46462709403327
258,53.71735624614418
259,51.59445286569777
260,53.696651632264015
261,56.060938801957626
262,51.68286809682541
263,54.48938956127173
264,55.27789959736946
265,54.12255059889182
266,48.42481408958177
267,48.79318886469805
268,51.44743381036152
269,52.662480169441025
270,52.42876934055135
271,52.51279654364425
272,51.88632709966521
273,48.101554972405005
274,45.70013521481979
275,45.93377436231928
276,35.10414358142586
277,35.64428083813415
278,42.62435658455389
279,43.297393981696956
280,40.00706007660091
281,41.89725356106975
282,45.90385260297769
283,47.71317820702412
284,49.577952530783506
285,52.200012235093375
286,48.25319193196498
287,49.56097354015542
288,50.47206536500969
289,50.13678178850971
290,47.261636632474385
291,50.18799962567019
292,55.0935954279356
293,47.75206907959477
294,48.03316704295833
295,44.970553453529135
296,46.02715509856889
297,43.217148149956536
298,40.070038060305535
299,45.795554052280515
300,40.57500205093691
301,36.93687835848019
302,38.3096653605467
303,38.06186610947408
304,34.50903446884172
305,32.898527191169244
306,41.86862050893011
307,44.51784198465477
308,46.38385204099771
309,46.77245235089272
310,45.85027541646418
311,45.71395394727298
312,45.58182961960797
313,44.892453702067975
314,55.005215245043196
315,57.731018777611695
316,66.48835834563842
317,58.709173558648956
318,56.04079703939489
319,57.94932154462163
320,61.181857695974216
321,64.08642199711383
322,67.62719586558768
323,67.56646442652267
324,61.71888055547227
325,63.61573478820398
326,67.04826110131015
327,68.61867023802122
328,66.71022761116305
329,72.48199320632858
330,69.81978153014762
331,79.65347191803292
332,84.55636776069208
333,85.49444069420204
334,88.50402804289922
335,88.53439563810022
336,90.15032853529196
337,80.13535334109734
338,77.98216174827188
339,79.51820387383684
340,70.26031810844793
341,71.24307846960785
342,73.24252221239844
343,80.09406277698943
344,82.96504762539705
345,79.96098483281024
346,84.79224137028368
347,82.3279349785226
348,82.98306233662231
349,87.02897490808174
350,89.72498344793289
351,82.26093149596326
352,82.9125890918044
353,86.65704759313581
354,87.84345780173973
355,89.72586376541165
356,87.07078315755066
357,80.40063084612412
358,80.1772878382475
359,76.18087676254
360,72.67450920291658
361,64.7449775120051
362,64.76433126774485
363,60.088734306728554
364,57.0838654023484
365,65.84904328022145
366,56.509957620821375
367,47.57812955363905
368,44.287132549686284
369,53.745177803431574
370,54.365399760545806
371,50.0494789005858
372,48.853515828973016
373,48.69533845415256
374,48.981650593953354
375,47.0992669866
376,48.665618766411775
377,51.70815015944697
378,60.22521025795111
379,62.850869835605074
380,64.17092404419012
381,60.69224924676764
382,59.20449577796055
383,53.19408427513468
384,53.39063302894971
385,55.57223980593091
386,54.343673743525045
387,49.08671274259688
388,47.548056713510775
389,51.89637953150079
390,49.31976572637291
391,50.55316847371509
392,57.54929524527734
393,54.023162051464126
394,55.40913391410406
395,53.49138695886588
396,52.554407708453695
397,63.10605483341768
398,68.0279530013841
399,69.87882288852474
400,70.41960309756465
401,71.84691676447837
402,74.1173868050056
403,66.48974440717758
404,56.72838825862275
405,61.11414393812402
406,62.93898695526698
407,60.17555251418914
408,62.83837586141642
409,63.355707967736116
410,69.23846639953759
411,74.92830607339094
412,75.75411188058214
413,68.79150945991806
414,73.992046791092
415,69.1312332992189
416,68.41051504529862
417,63.24069971678885
418,60.20489822180194
419,60.28564425143388
420,57.50076803523222
421,62.36096380159923
422,60.701353396504
423,60.40114954592575
424,50.27216062128581
425,50.23997326188153
426,40.46435740675597
427,49.473767269518085
428,50.453645775673714
429,55.31399405275257
430,49.24659460252657
431,51.56859438494117
432,45.60129363261332
433,47.37132001339235
434,41.46784575749097
435,41.6864083483515
436,45.235098661645715
437,46.70989512254144
438,48.62342386981349
439,56.929401683912275
440,58.20793773268418
441,49.08837654563382
442,45.34434955729903
443,44.71935749578393
444,43.210612154367574
445,41.55537601536189
446,43.68462018972627
447,38.94843684655987
448,34.75881894949745
449,37.24351601506083
450,37.64114216119949
451,32.25666639936961
452,35.793588264964306
453,44.12736870434501
454,43.508180732049375
455,43.078143493093656
456,46.710053047492735
457,45.52735283397119
458,42.92988706431735
459,46.112313786494816
460,45.4274573855534
461,51.5516549106955
462,51.734303125205514
463,53.04695816862136
464,55.58077047086003
465,54.16355202111822
466,44.02704621553676
467,41.15721074518005
468,42.33795792886528
469,41.10254031088446
470,46.935403975877946
471,45.49835937419323
472,42.28537661232462
473,41.05778212279297
474,35.06209482376829
475,33.41674835292929
476,28.64134554476995
477,32.891222576184994
478,32.44183629662818
479,30.650357725597566
480,34.1458539291962
481,42.22186844463497
482,39.732809098496595
483,39.72389162555196
484,40.88413388254003
485,41.13034355867361
486,36.765282018994185
487,37.931043476375734
488,34.878956466802876
489,31.336972622382646
490,25.748318300837518
491,21.070092252973076
492,25.318095773511708
493,23.266488744756934
494,25.54558438845948
495,24.80961890421172
496,24.03661106144279
497,25.812728697887344
498,30.245093327087485
499,29.192798305443578
500,34.76243589824676
501,43.14104963751409
502,38.970293884649344
503,38.98587480418383
504,46.83861652261046
505,47.61707770631664
506,48.64788061217241
507,50.32982679043118
508,47.445617925895434
509,47.781882879926066
510,42.36389916904345
511,36.80829748547894
512,36.45299040556488
513,34.83789338047377
514,38.35020148955719
515,46.31353817900805
516,43.90635533224261
517,38.86463615064517
518,36.82364466020768
519,38.07422021658277
520,37.7560196518824
521,33.29977952105253
522,36.90437454392209
523,35.800018201739114
524,40.802193348741596
525,44.07261177736309
526,42.12373489823999
527,38.92506881717432
528,51.25443736420423
529,50.454629774959436
530,52.0657023242278
531,47.88055437977404
532,42.629988202056424
533,43.827101986443765
534,40.29097723072969
535,38.4415790501237
536,39.12949179172937
537,44.94320798397102
538,41.121617831317735
539,39.54449394838012
540,40.45031859885652
541,38.399017308376024
542,41.31979470580135
543,43.17465909196218
544,48.61975102595234
545,48.6664039631883
546,50.83884981941598
547,53.653700231744914
548,49.2469724359462
549,49.25365618690257
550,51.49017846659286
551,56.46360103471715
552,63.2147329375792
553,58.31964272837416
554,61.10878581311353
555,65.23643389399679
556,63.578020374995766
557,67.77097051217798
558,73.14020692302799
559,74.15138093479644
560,79.06038397556678
561,76.38683558503661
562,78.12437530345389
563,71.84857171858144
564,65.61823391750683
565,52.645030425941144
566,56.3607618574227
567,49.89447100486245
568,51.96650775240839
569,50.55595696119216
570,42.85626455590516
571,45.60277514205461
572,46.98225043291542
573,44.098767534102315
574,44.65911478404517
575,45.3017039867206
576,43.81823775028745
577,45.96559508104389
578,51.74008579667817
579,49.04344189467963
580,45.725891426382745
581,44.749864939951046
582,44.780984436106955
583,43.524075190360776
584,45.5713165973057
585,40.651999173367784
586,43.95157842008946
587,43.79708602132942
588,39.69760166928078
589,32.51007973399194
